Middle layer Super Output Areas Code,Middle layer Super Output Areas,2_bedrooms
E02006545,Arun 004,1448
E02006546,Arun 005,1239
E02006547,Arun 006,722
E02006548,Arun 007,1256
E02006549,Arun 008,1118
E02006550,Arun 009,1251
E02006551,Arun 010,1566
E02006552,Arun 011,1132
E02006553,Arun 012,1419
E02006554,Arun 013,989
E02006555,Arun 014,1142
E02006556,Arun 015,1157
E02006557,Arun 016,737
E02006558,Arun 017,1715
E02006559,Arun 018,1008
E02006560,Arun 019,1883
E02006561,Chichester 001,553
E02006562,Chichester 002,415
E02006563,Chichester 003,442
E02006564,Chichester 004,1160
E02006565,Chichester 005,816
E02006566,Chichester 006,827
E02006567,Chichester 007,830
E02006568,Chichester 008,2038
E02006569,Chichester 009,1011
E02006570,Chichester 010,1565
E02006571,Chichester 011,878
E02006572,Chichester 012,1387
E02006573,Chichester 013,1441
E02006574,Chichester 014,1597
E02006575,Crawley 001,558
E02006576,Crawley 002,1074
E02006577,Crawley 003,862
E02006578,Crawley 004,1715
E02006579,Crawley 005,642
E02006580,Crawley 006,696
E02006581,Crawley 007,1307
E02006582,Crawley 008,711
E02006583,Crawley 009,830
E02006584,Crawley 010,539
E02006585,Crawley 011,455
E02006586,Crawley 012,278
E02006587,Crawley 013,978
E02006588,Horsham 001,1367
E02006589,Horsham 002,866
E02006590,Horsham 003,1059
E02006591,Horsham 004,969
E02006592,Horsham 005,427
E02006593,Horsham 006,1672
E02006594,Horsham 007,1199
E02006595,Horsham 008,618
E02006596,Horsham 009,845
E02006597,Horsham 010,1275
E02006598,Horsham 011,474
E02006599,Horsham 012,439
E02006600,Horsham 013,1423
E02006601,Horsham 014,989
E02006602,Horsham 015,609
E02006603,Horsham 016,993
E02006604,Mid Sussex 001,1692
E02006605,Mid Sussex 002,414
E02006606,Mid Sussex 003,660
E02006607,Mid Sussex 004,591
E02006608,Mid Sussex 005,466
E02006609,Mid Sussex 006,485
E02006610,Mid Sussex 007,613
E02006611,Mid Sussex 008,848
E02006612,Mid Sussex 009,1907
E02006613,Mid Sussex 010,936
E02006614,Mid Sussex 011,1136
E02006615,Mid Sussex 012,634
E02006616,Mid Sussex 013,1131
E02006617,Mid Sussex 014,1193
E02006618,Mid Sussex 015,463
E02006619,Mid Sussex 016,737
E02006620,Mid Sussex 017,910
E02006621,Worthing 001,1042
E02006622,Worthing 002,1111
E02006623,Worthing 003,1183
E02006624,Worthing 004,544
E02006625,Worthing 005,607
E02006626,Worthing 006,929
E02006627,Worthing 007,1423
E02006628,Worthing 008,1213
E02006629,Worthing 009,921
E02006630,Worthing 010,1843
E02006631,Worthing 011,1876
E02006632,Worthing 012,1359
E02006633,Worthing 013,1284
E02006782,Bromley 040,757
E02006783,Lewisham 037,1436
E02006784,Lewisham 038,1010
E02006785,Bexley 029,504
E02006786,Greenwich 033,988
E02006787,Bromley 041,567
E02006788,Croydon 045,912
E02006789,Bromley 042,662
E02006790,Tandridge 012,784
E02006791,Ealing 040,1206
E02006792,Hounslow 029,1389
E02006793,Enfield 037,1229
E02006794,Haringey 037,1103
E02006795,Harrow 032,317
E02006796,Hillingdon 033,1138
E02006798,Lewisham 039,1419
E02006799,Barking and Dagenham 023,1592
E02006800,Redbridge 034,982
E02006801,Lambeth 036,1459
E02006802,Southwark 034,1635
E02006821,Portsmouth 026,469
E02006822,Havant 018,877
E02006823,Buckinghamshire 039,512
E02006824,Buckinghamshire 036,480
E02006825,East Cambridgeshire 011,609
E02006826,West Suffolk 015,1941
E02006829,East Hampshire 016,683
E02006830,Havant 019,645
E02006831,Havant 020,554
E02006832,Sevenoaks 016,435
E02006833,Tonbridge and Malling 014,1288
E02006836,Sutton 025,686
E02006837,Epsom and Ewell 010,867
E02006838,East Hampshire 017,598
E02006839,Waverley 018,556
E02006853,Tower Hamlets 032,1751
E02006854,Tower Hamlets 033,1549
E02006855,Canterbury 019,837
E02006856,Canterbury 020,1802
E02006857,Eastbourne 013,1225
E02006858,Eastbourne 014,1438
E02006859,Thurrock 019,1065
E02006873,South Cambridgeshire 020,955
E02006874,South Cambridgeshire 021,862
E02006877,Peterborough 022,1251
E02006878,Peterborough 023,1056
E02006879,Folkestone and Hythe 014,1248
E02006880,Folkestone and Hythe 015,1614
E02006882,Harrow 033,445
E02006886,Vale of White Horse 016,1158
E02006907,Norwich 014,1708
E02006908,Norwich 015,1364
E02006918,Hackney 028,956
E02006921,Hackney 029,1082
E02006922,Colchester 022,1348
E02006924,Redbridge 035,589
E02006925,Redbridge 036,521
E02006926,Thurrock 020,851
E02006927,Greenwich 034,1726
E02006928,Greenwich 035,2525
E02006930,Greenwich 037,1451
E02006931,Greenwich 038,1585
E02006937,Luton 022,1478
E02006938,Luton 023,950
E02006939,Reading 019,1397
E02006940,Reading 020,1597
E02006941,Southwark 035,1473
E02006942,Southwark 036,1703
E02006953,Barnet 042,1744
E02006954,Barnet 043,1232
E02006955,Brent 035,1063
E02006956,Brent 036,505
E02006968,Ealing 041,1092
E02006969,Ealing 042,1240
E02006970,Ealing 043,574
E02006971,Ealing 044,491
E02006972,Hounslow 030,1060
E02006973,Hounslow 031,1563
E02006975,Portsmouth 027,1086
E02006976,Portsmouth 028,946
E02006978,Chelmsford 022,1455
E02006979,Chelmsford 023,1573
E02006980,Rochford 011,641
E02006981,Rochford 012,770
E02006987,Croydon 046,1601
E02006988,Croydon 047,1416
E02006991,Greenwich 039,1582
E02006992,Greenwich 040,1683
E02006993,Greenwich 041,1594
E02006994,Greenwich 042,1396
E02006995,Newham 038,1538
E02006996,Newham 039,1135
E02006997,Newham 040,1373
E02006998,Newham 041,1160
E02006999,Newham 042,2341
E02007004,Thurrock 021,1092
E02007005,Thurrock 022,1059
E02007008,Lewisham 040,1049
E02007009,Lewisham 041,1402
E02007010,Bedford 021,923
E02007011,Bedford 022,547
E02007012,Milton Keynes 033,976
E02007013,Milton Keynes 034,1006
E02007014,Milton Keynes 035,925
E02007015,Milton Keynes 036,1112
E02007016,Milton Keynes 037,723
E02007017,Redbridge 037,627
E02007018,Redbridge 038,820
E02007019,Redbridge 039,916
E02007020,Redbridge 040,442
E02007021,Oxford 020,559
E02007032,North Norfolk 015,1055
E02007033,North Norfolk 016,1009
E02007046,Ashford 015,811
E02007047,Ashford 016,853
E02007052,Norwich 016,1719
E02007053,Norwich 017,1162
E02007054,South Norfolk 016,888
E02007055,South Norfolk 017,1020
E02007056,Colchester 023,815
E02007057,Colchester 024,1165
E02007068,Slough 015,846
E02007069,Slough 016,484
E02007074,Southampton 033,1284
E02007075,Southampton 034,1706
E02007076,Test Valley 016,751
E02007077,Test Valley 017,822
E02007078,Test Valley 018,706
E02007083,Wandsworth 038,2093
E02007084,Wandsworth 039,1516
E02007085,South Cambridgeshire 022,990
E02007086,Cambridge 015,1429
E02007087,Cambridge 014,832
E02007088,North Hertfordshire 016,606
E02007089,North Hertfordshire 017,858
E02007090,St Albans 021,556
E02007091,Stevenage 013,597
E02007092,Welwyn Hatfield 017,586
E02007093,East Hertfordshire 019,556
E02007108,Hackney 030,976
E02007109,Hackney 031,1063
E02007110,Hackney 032,1376
E02007111,Hackney 033,1208
E02007112,Tower Hamlets 034,978
E02007113,Tower Hamlets 035,1550
E02007114,Tower Hamlets 036,1192
E02007115,Camden 029,1593
E02007116,Oxford 019,978
