Middle layer Super Output Areas Code,Middle layer Super Output Areas,Distance travelled to work (11 categories),Observation
E02000348,Hackney 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",409
E02000350,Hackney 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",557
E02000351,Hackney 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",500
E02000352,Hackney 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",385
E02000353,Hackney 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",418
E02000354,Hackney 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",566
E02000355,Hackney 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",505
E02000356,Hackney 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",345
E02000357,Hackney 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",417
E02000358,Hackney 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",618
E02000359,Hackney 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",385
E02000360,Hackney 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",680
E02000361,Hackney 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",538
E02000362,Hackney 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",447
E02000363,Hackney 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",668
E02000364,Hackney 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",464
E02000366,Hackney 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",509
E02000367,Hackney 023,"Works mainly at an offshore installation, in no fixed place, or outside the UK",574
E02000368,Hackney 024,"Works mainly at an offshore installation, in no fixed place, or outside the UK",549
E02000369,Hackney 025,"Works mainly at an offshore installation, in no fixed place, or outside the UK",757
E02000370,Hackney 026,"Works mainly at an offshore installation, in no fixed place, or outside the UK",444
E02000372,Hammersmith and Fulham 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",696
E02000373,Hammersmith and Fulham 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",522
E02000374,Hammersmith and Fulham 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",419
E02000375,Hammersmith and Fulham 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",518
E02000376,Hammersmith and Fulham 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",423
E02000377,Hammersmith and Fulham 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",506
E02000378,Hammersmith and Fulham 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",335
E02000379,Hammersmith and Fulham 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",362
E02000380,Hammersmith and Fulham 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",251
E02000381,Hammersmith and Fulham 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",298
E02000382,Hammersmith and Fulham 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",272
E02000383,Hammersmith and Fulham 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",388
E02000384,Hammersmith and Fulham 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",390
E02000385,Hammersmith and Fulham 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",278
E02000386,Hammersmith and Fulham 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",498
E02000387,Hammersmith and Fulham 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",350
E02000388,Hammersmith and Fulham 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",406
E02000389,Hammersmith and Fulham 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",379
E02000390,Hammersmith and Fulham 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",321
E02000391,Hammersmith and Fulham 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",284
E02000392,Hammersmith and Fulham 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",394
E02000393,Hammersmith and Fulham 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",202
E02000394,Hammersmith and Fulham 023,"Works mainly at an offshore installation, in no fixed place, or outside the UK",471
E02000395,Hammersmith and Fulham 024,"Works mainly at an offshore installation, in no fixed place, or outside the UK",208
E02000396,Hammersmith and Fulham 025,"Works mainly at an offshore installation, in no fixed place, or outside the UK",293
E02000397,Haringey 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",816
E02000398,Haringey 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",719
E02000400,Haringey 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",629
E02000401,Haringey 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",613
E02000402,Haringey 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",568
E02000403,Haringey 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",838
E02000404,Haringey 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",785
E02000405,Haringey 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",258
E02000406,Haringey 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",712
E02000407,Haringey 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",829
E02000408,Haringey 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",829
E02000409,Haringey 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",484
E02000410,Haringey 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",333
E02000411,Haringey 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",1081
E02000412,Haringey 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",702
E02000413,Haringey 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",351
E02000414,Haringey 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",807
E02000415,Haringey 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",701
E02000416,Haringey 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",485
E02000417,Haringey 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",294
E02000418,Haringey 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",238
E02000419,Haringey 023,"Works mainly at an offshore installation, in no fixed place, or outside the UK",698
E02000420,Haringey 024,"Works mainly at an offshore installation, in no fixed place, or outside the UK",772
E02000421,Haringey 025,"Works mainly at an offshore installation, in no fixed place, or outside the UK",808
E02000422,Haringey 026,"Works mainly at an offshore installation, in no fixed place, or outside the UK",727
E02000423,Haringey 027,"Works mainly at an offshore installation, in no fixed place, or outside the UK",572
E02000424,Haringey 028,"Works mainly at an offshore installation, in no fixed place, or outside the UK",351
E02000425,Haringey 029,"Works mainly at an offshore installation, in no fixed place, or outside the UK",591
E02000426,Haringey 030,"Works mainly at an offshore installation, in no fixed place, or outside the UK",230
E02000427,Haringey 031,"Works mainly at an offshore installation, in no fixed place, or outside the UK",520
E02000428,Haringey 032,"Works mainly at an offshore installation, in no fixed place, or outside the UK",698
E02000429,Haringey 033,"Works mainly at an offshore installation, in no fixed place, or outside the UK",271
E02000430,Haringey 034,"Works mainly at an offshore installation, in no fixed place, or outside the UK",348
E02000431,Haringey 035,"Works mainly at an offshore installation, in no fixed place, or outside the UK",288
E02000432,Haringey 036,"Works mainly at an offshore installation, in no fixed place, or outside the UK",346
E02000433,Harrow 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",498
E02000434,Harrow 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",753
E02000435,Harrow 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",634
E02000436,Harrow 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",277
